id,product_name,buy_date,price,expiration_date
1765,passion fruit juice,2023-08-10,1.88,2023-09-07
1766,allspice,2023-08-12,6.97,2023-08-31
1767,mincemeat,2023-06-23,8.02,2023-07-16
1768,kitchen utensil,2023-06-08,2.83,2023-08-04
1769,champagne,2023-08-05,4.23,2023-11-11
1770,liver loaf,2023-07-07,2.94,2023-07-22
1771,liver loaf,2023-07-20,2.23,2023-08-24
1772,cardamom,2023-07-22,9.12,2023-08-20
1773,ginger ale,2023-08-13,9.09,2023-09-17
1774,guinea hen,2023-06-29,1.1,2023-07-28
1775,pakora,2023-07-26,1.41,2023-10-06
1776,spiny lobster,2023-08-03,3.62,2023-11-05
1777,fodder,2023-07-02,7.0,2023-10-02
1778,ginger ale,2023-07-09,7.12,2023-09-07
1779,rapini,2023-07-15,8.83,2023-10-06
1780,veggie burger,2023-08-22,6.43,2023-10-09
1781,chilli con carne,2023-07-26,8.69,2023-09-11
1782,evergreen huckleberry,2023-08-18,9.7,2023-09-14
1783,jackfruit,2023-07-30,3.63,2023-11-04
1784,chablis,2023-08-14,6.59,2023-10-23
1785,corned beef,2023-07-09,2.99,2023-10-01
1786,risotto,2023-07-10,3.08,2023-09-01
1787,consomme,2023-06-23,2.13,2023-08-24
1788,allspice,2023-06-07,5.49,2023-08-15
1789,mint sauce,2023-06-13,2.76,2023-06-27
1790,hamburger,2023-07-07,2.75,2023-10-06
1791,veggie burger,2023-07-27,8.73,2023-08-31
1792,hamburger,2023-06-13,6.34,2023-09-02
1793,guinea hen,2023-06-23,9.61,2023-07-04
1794,yorkshire pudding,2023-06-20,8.68,2023-09-07
1795,spinach,2023-08-07,9.97,2023-11-06
1796,cheese spread,2023-06-24,6.11,2023-08-21
1797,cooking oil,2023-06-16,1.14,2023-08-13
1798,boiled egg,2023-07-06,9.79,2023-07-19
1799,mincemeat,2023-07-12,1.32,2023-09-28
1800,natal plum,2023-07-09,0.82,2023-09-12
1801,boysenberry syrup,2023-06-30,2.21,2023-07-29
1802,applewood bacon,2023-06-24,4.78,2023-09-27
1803,mincemeat,2023-07-20,9.08,2023-08-29
1804,seasoning,2023-06-09,3.68,2023-08-31
1805,cheese spread,2023-08-21,4.12,2023-11-25
1806,dried mixed fruit,2023-07-29,5.57,2023-10-16
1807,rice cake,2023-07-02,5.9,2023-07-28
1808,pops ,2023-08-02,1.78,2023-10-22
1809,boysenberry,2023-07-02,5.19,2023-09-09
1810,chinese salted fish,2023-07-20,7.37,2023-09-26
1811,flat bread,2023-08-13,5.97,2023-09-23
1812,frijj,2023-06-21,3.71,2023-07-11
1813,jackfruit,2023-08-15,9.09,2023-10-16
1814,liquor,2023-06-08,3.71,2023-08-12
1815,guinea hen,2023-07-07,7.93,2023-08-23
1816,elderberry,2023-06-16,4.28,2023-07-11
1817,canola,2023-06-08,2.58,2023-07-10
1818,seasoning,2023-08-20,9.63,2023-09-21
1819,peanut butter,2023-08-02,4.52,2023-10-23
1820,yorkshire pudding,2023-06-09,2.14,2023-07-10
1821,bacardi,2023-07-12,4.07,2023-08-06
1822,evergreen huckleberry,2023-06-09,0.52,2023-08-19
1823,pops ,2023-07-30,8.48,2023-10-29
1824,chinese salted fish,2023-06-16,2.94,2023-06-30
1825,jackfruit,2023-08-15,2.01,2023-08-27
1826,applewood bacon,2023-07-04,1.28,2023-07-30
1827,bacardi,2023-07-16,6.5,2023-08-31
1828,currant jelly,2023-08-01,1.48,2023-09-15
1829,boysenberry syrup,2023-06-16,7.28,2023-07-30
1830,frijj,2023-07-27,5.72,2023-08-18
1831,sparkleberry,2023-07-04,6.92,2023-10-05
1832,trout,2023-07-13,9.07,2023-09-20
1833,huckleberry,2023-08-05,8.97,2023-08-27
1834,spiny lobster,2023-07-04,1.02,2023-09-29
1835,rice cake,2023-07-18,9.55,2023-08-30
1836,poppy,2023-06-24,3.94,2023-09-29
1837,passion fruit juice,2023-06-22,6.86,2023-07-29
1838,salt,2023-07-03,4.11,2023-10-09
1839,natal plum,2023-07-20,5.97,2023-09-21
1840,cheeseburger,2023-08-23,3.61,2023-10-27
1841,consomme,2023-07-27,4.41,2023-10-24
1842,allspice,2023-06-23,7.52,2023-09-05
1843,peanut butter,2023-08-22,4.33,2023-10-31
1844,complan powder,2023-06-28,0.54,2023-10-05
1845,corned beef,2023-07-23,2.22,2023-09-07
1846,greek yogurt,2023-06-07,0.84,2023-07-25
1847,greek yogurt,2023-06-09,1.87,2023-07-03
1848,fruit pastille,2023-06-27,9.81,2023-09-04
1849,guinea hen,2023-07-09,1.29,2023-07-26
1850,spinach,2023-06-19,4.05,2023-09-25
1851,flat bread,2023-07-12,6.35,2023-08-21
1852,organic sausage,2023-08-05,6.33,2023-10-29
1853,veggie burger,2023-07-27,3.57,2023-10-26
1854,custard apple,2023-08-03,5.32,2023-08-31
1855,currant jelly,2023-08-08,9.76,2023-09-10
1856,ginger ale,2023-06-12,0.96,2023-09-15
1857,elderberry,2023-07-15,4.36,2023-10-16
1858,rice cake,2023-07-01,6.33,2023-07-14
1859,mint sauce,2023-08-23,7.09,2023-09-23
1860,chablis,2023-07-09,3.2,2023-08-31
1861,risotto,2023-07-19,9.23,2023-10-24
1862,lobster,2023-06-11,7.36,2023-08-19
1863,poppy,2023-07-11,4.28,2023-10-06
1864,elderberry,2023-08-10,4.35,2023-10-26
1865,applewood bacon,2023-06-25,4.15,2023-08-06
1866,elderberry,2023-08-13,4.85,2023-10-11
1867,flat bread,2023-08-12,2.52,2023-11-15
1868,mint sauce,2023-06-14,6.03,2023-09-12
1869,mincemeat,2023-08-01,3.8,2023-10-25
1870,frijj,2023-06-10,7.99,2023-07-23
1871,hamburger,2023-08-13,4.38,2023-10-28
1872,elderberry,2023-08-10,2.14,2023-11-11
1873,spiny lobster,2023-07-01,6.16,2023-08-22
1874,cocoa butter alternative,2023-07-09,3.63,2023-10-14
1875,natal plum,2023-08-12,1.81,2023-10-08
1876,boysenberry syrup,2023-08-13,4.24,2023-09-15
1877,cracker,2023-06-28,0.57,2023-08-12
1878,pakora,2023-08-04,1.12,2023-08-27
1879,fruit pastille,2023-07-04,3.79,2023-09-15
1880,beef bourguignonne,2023-06-23,0.51,2023-09-19
1881,donut,2023-06-22,5.05,2023-09-01
1882,suet,2023-06-25,4.78,2023-09-02
1883,champagne,2023-06-20,2.77,2023-08-04
1884,trout,2023-06-25,2.79,2023-08-12
1885,veggie burger,2023-07-24,6.04,2023-10-24
1886,cheeseburger,2023-07-12,3.56,2023-08-29
1887,liquor,2023-07-19,9.31,2023-09-13
1888,cheeseburger,2023-07-04,1.47,2023-08-21
1889,peanut butter,2023-08-10,8.75,2023-11-08
1890,ice cream bar,2023-07-29,6.05,2023-08-26
1891,pops ,2023-08-15,7.01,2023-09-21
1892,cow & gate premium,2023-07-11,6.13,2023-08-15
1893,spiny lobster,2023-06-19,4.36,2023-07-27
1894,organic sausage,2023-07-08,7.3,2023-08-24
1895,cocoa butter alternative,2023-07-14,4.44,2023-08-04
1896,poppy,2023-08-10,9.18,2023-10-08
1897,corned beef,2023-07-07,9.62,2023-08-01
1898,frijj,2023-07-15,4.72,2023-08-04
1899,lobster,2023-07-29,1.45,2023-10-10
1900,custard apple,2023-07-18,4.13,2023-08-14
1901,seasoning,2023-07-08,5.57,2023-09-04
1902,donut,2023-06-20,7.91,2023-07-20
1903,rice cake,2023-06-24,5.53,2023-09-06
1904,boysenberry,2023-08-08,4.71,2023-09-26
1905,beef bourguignonne,2023-07-04,5.66,2023-08-05
1906,currant jelly,2023-07-12,0.54,2023-09-16
1907,rice cake,2023-08-01,6.18,2023-09-18
1908,poppy,2023-07-17,7.7,2023-07-28
1909,frijj,2023-08-17,9.5,2023-09-17
1910,custard apple,2023-07-14,6.97,2023-09-01
1911,cardamom,2023-06-25,1.98,2023-07-30
1912,risotto,2023-07-05,2.01,2023-07-19
1913,cardamom,2023-06-18,5.03,2023-07-03
1914,liver loaf,2023-07-27,6.49,2023-10-17
1915,lobster,2023-08-20,5.42,2023-09-02
1916,syrup,2023-07-16,8.71,2023-08-31
1917,flat bread,2023-06-21,7.24,2023-09-14
1918,huckleberry,2023-06-25,5.93,2023-08-26
1919,liver loaf,2023-07-03,7.31,2023-08-25
1920,elderberry,2023-07-27,2.71,2023-10-13
1921,greek yogurt,2023-06-23,7.25,2023-09-25
1922,dried mixed fruit,2023-06-26,8.48,2023-09-18
1923,cheese spread,2023-06-12,5.38,2023-06-29
1924,elderberry,2023-06-30,1.22,2023-09-27
1925,hamburger,2023-06-28,8.62,2023-08-09
1926,cheeseburger,2023-08-07,7.55,2023-10-23
1927,huckleberry,2023-07-23,6.32,2023-09-03
1928,huckleberry,2023-06-09,2.97,2023-07-15
1929,jabuticaba,2023-06-07,5.01,2023-07-14
1930,pilau,2023-08-18,3.88,2023-09-26
1931,salt,2023-06-14,3.06,2023-07-15
1932,jackfruit,2023-08-04,6.62,2023-11-04
1933,elderberry,2023-07-28,7.03,2023-08-09
1934,beef bourguignonne,2023-06-22,4.67,2023-07-16
1935,chilli con carne,2023-06-20,5.57,2023-08-04
1936,huckleberry,2023-08-08,0.55,2023-10-28
1937,pops ,2023-08-14,5.31,2023-11-07
1938,spiny lobster,2023-07-19,1.21,2023-10-07
1939,cardamom,2023-08-05,8.52,2023-09-18
1940,dried mixed fruit,2023-08-08,8.76,2023-10-25
1941,salt,2023-07-28,8.27,2023-08-16
1942,prosciutto,2023-06-16,1.89,2023-07-27
1943,custard apple,2023-08-04,9.42,2023-10-12
1944,yorkshire pudding,2023-07-19,5.91,2023-09-26
1945,cardamom,2023-06-16,8.63,2023-08-04
1946,flat bread,2023-08-06,3.23,2023-10-30
1947,champagne,2023-06-10,2.47,2023-07-21
1948,peanut butter,2023-08-06,0.93,2023-08-25
1949,cocoa butter alternative,2023-08-15,0.59,2023-11-01
1950,suet,2023-06-30,4.05,2023-10-01
1951,veggie burger,2023-08-10,5.95,2023-11-12
1952,spinach,2023-07-30,2.2,2023-10-21
1953,beef bourguignonne,2023-08-02,8.41,2023-08-18
1954,spinach,2023-08-15,6.74,2023-09-06
1955,collard green,2023-07-20,7.36,2023-08-20
1956,egg,2023-06-16,9.74,2023-09-14
1957,peanut butter,2023-06-07,8.92,2023-08-02
1958,champagne,2023-07-15,1.83,2023-07-31
1959,lobster,2023-08-14,4.6,2023-10-13
1960,cooking oil,2023-07-22,2.8,2023-10-11
1961,hamburger,2023-08-15,9.58,2023-10-31
1962,suet,2023-07-21,9.28,2023-09-03
1963,passion fruit juice,2023-06-17,8.75,2023-08-25
1964,turbot,2023-07-17,8.14,2023-08-08
1965,beef bourguignonne,2023-07-11,3.53,2023-09-21
1966,peanut butter,2023-08-11,7.05,2023-09-18
1967,cardamom,2023-06-25,9.34,2023-07-25
1968,cheese spread,2023-08-07,8.1,2023-11-09
1969,yorkshire pudding,2023-08-03,5.89,2023-11-03
1970,collard green,2023-07-03,6.27,2023-08-05
1971,ginger ale,2023-07-23,9.28,2023-08-09
1972,lobster,2023-07-12,2.95,2023-09-10
1973,canola,2023-06-30,5.39,2023-08-30
1974,ginger ale,2023-07-08,2.14,2023-08-05
1975,sparkleberry,2023-06-24,2.63,2023-07-04
1976,pops ,2023-07-02,3.82,2023-08-21
1977,sambar,2023-07-10,5.57,2023-09-14
1978,salt,2023-06-16,3.49,2023-09-02
1979,natal plum,2023-06-28,1.32,2023-08-24
1980,passion fruit juice,2023-08-14,2.93,2023-10-24
1981,jackfruit,2023-06-21,6.82,2023-08-02
1982,ginger ale,2023-06-16,2.68,2023-07-02
1983,donut,2023-07-07,9.53,2023-07-29
1984,champagne,2023-08-01,2.53,2023-10-13
1985,pate,2023-07-05,1.87,2023-09-16
1986,turbot,2023-08-19,3.21,2023-11-15
1987,japanese chestnut,2023-08-21,1.74,2023-10-11
1988,syrup,2023-07-19,8.73,2023-08-07
1989,evergreen huckleberry,2023-08-22,6.88,2023-10-26
1990,jabuticaba,2023-06-30,1.63,2023-09-12
1991,cheese spread,2023-07-17,7.19,2023-10-02
1992,consomme,2023-07-05,5.62,2023-08-01
1993,chinese salted fish,2023-08-18,2.84,2023-09-06
1994,elderberry,2023-08-20,8.72,2023-11-26
1995,guinea hen,2023-06-10,5.07,2023-07-18
1996,boysenberry syrup,2023-08-10,5.25,2023-10-16
1997,kitchen utensil,2023-07-14,7.51,2023-10-15
1998,passion fruit juice,2023-07-05,4.72,2023-09-20
1999,rapini,2023-06-14,7.37,2023-06-27
2000,jabuticaba,2023-07-21,9.0,2023-10-12
2001,hamburger,2023-08-04,7.5,2023-10-20
2002,yorkshire pudding,2023-07-15,1.55,2023-08-28
2003,cardamom,2023-07-09,5.73,2023-07-30
2004,syrup,2023-08-01,7.19,2023-10-21
2005,currant jelly,2023-06-13,6.79,2023-08-05
2006,ice cream bar,2023-06-09,8.62,2023-09-09
2007,sambar,2023-08-13,9.11,2023-10-28
2008,cheese spread,2023-08-18,4.6,2023-09-28
2009,fruit pastille,2023-07-04,6.07,2023-07-23
2010,cracker,2023-08-15,3.8,2023-09-22
2011,syrup,2023-07-22,3.65,2023-09-06
2012,spinach,2023-07-15,9.25,2023-10-19
2013,fodder,2023-06-15,9.43,2023-08-13
2014,pate,2023-07-14,4.0,2023-09-26
2015,ice cream bar,2023-08-08,2.76,2023-09-06
2016,suet,2023-07-20,5.26,2023-08-28
2017,fruit pastille,2023-06-08,7.06,2023-07-25
2018,dried mixed fruit,2023-07-04,3.04,2023-08-11
2019,hamburger,2023-07-05,4.08,2023-09-02
2020,champagne,2023-06-14,6.47,2023-08-18
2021,evergreen huckleberry,2023-06-17,3.19,2023-07-14
2022,boysenberry syrup,2023-06-23,8.74,2023-08-05
2023,passion fruit juice,2023-06-30,1.12,2023-08-29
2024,bacardi,2023-06-23,5.14,2023-08-25
2025,evergreen huckleberry,2023-06-22,6.34,2023-08-29
2026,fodder,2023-08-22,7.73,2023-09-04
2027,corned beef,2023-08-19,1.75,2023-09-15
2028,spinach,2023-07-15,0.58,2023-09-10
2029,boysenberry syrup,2023-07-11,2.72,2023-10-03
2030,organic sausage,2023-08-03,9.04,2023-08-31
2031,fodder,2023-07-01,7.04,2023-08-24
2032,canola,2023-08-10,2.65,2023-09-03
2033,hamburger,2023-08-06,9.81,2023-10-06
2034,cooking oil,2023-07-04,1.4,2023-08-13
2035,pate,2023-06-20,7.68,2023-08-20
2036,guinea hen,2023-07-31,5.5,2023-09-08
2037,allspice,2023-08-13,6.52,2023-11-20
2038,jabuticaba,2023-08-03,9.88,2023-08-16
2039,spinach,2023-07-12,0.71,2023-09-17
2040,flat bread,2023-08-04,5.45,2023-08-28
2041,yorkshire pudding,2023-06-11,9.69,2023-09-03
2042,spinach,2023-07-28,2.7,2023-10-18
2043,pate,2023-07-15,1.98,2023-08-24
2044,cocoa butter alternative,2023-08-10,7.77,2023-08-31
2045,evergreen huckleberry,2023-08-10,1.62,2023-09-01
2046,flat bread,2023-08-06,1.72,2023-09-08
2047,currant jelly,2023-06-18,6.14,2023-07-26
2048,applewood bacon,2023-07-28,6.52,2023-08-30
2049,japanese chestnut,2023-08-06,7.17,2023-11-12
2050,frijj,2023-06-29,8.23,2023-08-16
2051,guinea hen,2023-07-20,3.43,2023-08-01
2052,canola,2023-06-20,5.37,2023-08-20
2053,frijj,2023-07-15,4.81,2023-08-28
2054,salt,2023-06-27,2.65,2023-08-24
2055,ginger ale,2023-06-16,4.86,2023-09-13
2056,frijj,2023-07-13,2.15,2023-08-20
2057,seasoning,2023-07-15,4.63,2023-09-05
2058,veggie burger,2023-07-22,2.11,2023-10-06
2059,custard apple,2023-08-09,8.35,2023-10-02
2060,ginger ale,2023-06-27,7.92,2023-08-26
2061,bacardi,2023-07-04,8.24,2023-08-19
2062,greek yogurt,2023-08-18,1.51,2023-09-25
2063,yorkshire pudding,2023-06-25,9.5,2023-07-31
2064,champagne,2023-06-30,2.15,2023-09-15
2065,peanut butter,2023-07-14,7.8,2023-08-31
2066,japanese chestnut,2023-07-06,2.88,2023-09-07
2067,mincemeat,2023-06-20,1.88,2023-08-11
2068,huckleberry,2023-06-16,4.8,2023-08-02
2069,pakora,2023-08-20,1.58,2023-11-07
2070,allspice,2023-06-28,6.62,2023-08-22
2071,allspice,2023-08-18,3.38,2023-09-06
2072,cheese spread,2023-07-03,8.51,2023-09-13
2073,boysenberry syrup,2023-08-09,2.02,2023-09-22
2074,veggie burger,2023-06-09,1.42,2023-07-10
2075,currant jelly,2023-08-22,0.81,2023-09-05
2076,cow & gate premium,2023-07-29,9.9,2023-09-21
2077,pops ,2023-08-09,7.87,2023-09-08
2078,evergreen huckleberry,2023-08-15,7.83,2023-08-27
2079,kitchen utensil,2023-08-21,7.69,2023-09-27
2080,risotto,2023-08-13,5.37,2023-09-18
2081,huckleberry,2023-08-07,1.13,2023-10-06
2082,salt,2023-06-15,9.61,2023-08-08
2083,canola,2023-07-31,1.77,2023-09-10
2084,cracker,2023-08-10,3.87,2023-09-18
2085,pops ,2023-08-23,3.99,2023-09-10
2086,currant jelly,2023-07-19,5.99,2023-10-06
2087,jabuticaba,2023-07-05,1.5,2023-08-18
2088,boiled egg,2023-07-02,1.31,2023-08-05
2089,pops ,2023-08-06,5.94,2023-11-04
2090,ice cream bar,2023-07-21,5.27,2023-08-22
2091,greek yogurt,2023-06-07,1.45,2023-07-08
2092,boysenberry syrup,2023-06-24,0.75,2023-09-28
2093,fodder,2023-07-15,4.36,2023-08-08
2094,syrup,2023-08-12,8.04,2023-11-06
2095,rapini,2023-07-25,2.5,2023-08-22
2096,ginger ale,2023-08-16,5.21,2023-10-05
2097,japanese chestnut,2023-07-10,6.32,2023-09-21
2098,cooking oil,2023-08-13,6.68,2023-09-24
2099,champagne,2023-07-06,6.36,2023-07-30
2100,custard apple,2023-07-10,6.86,2023-10-12
2101,cooking oil,2023-06-28,7.7,2023-08-09
2102,cow & gate premium,2023-08-07,2.7,2023-09-25
2103,boysenberry syrup,2023-08-16,0.88,2023-10-13
2104,ginger ale,2023-06-07,7.4,2023-06-28
2105,prosciutto,2023-06-13,6.8,2023-06-28
2106,veggie burger,2023-08-17,3.78,2023-11-02
2107,rice cake,2023-08-03,6.8,2023-09-07
2108,guinea hen,2023-08-20,1.77,2023-09-13
2109,trout,2023-06-21,9.17,2023-08-14
2110,champagne,2023-06-11,4.69,2023-07-12
2111,flat bread,2023-08-03,2.23,2023-09-24
2112,suet,2023-08-12,8.5,2023-09-26
2113,complan powder,2023-06-19,9.47,2023-07-29
2114,liquor,2023-08-11,5.4,2023-08-28
2115,organic sausage,2023-08-07,8.46,2023-10-08
2116,donut,2023-07-16,6.69,2023-10-16
2117,elderberry,2023-06-30,9.07,2023-07-31
2118,liver loaf,2023-08-21,2.1,2023-11-25
2119,mincemeat,2023-06-29,5.21,2023-09-29
2120,jabuticaba,2023-06-11,9.87,2023-09-02
2121,fruit pastille,2023-06-17,9.77,2023-09-09
2122,huckleberry,2023-07-07,8.08,2023-08-22
2123,pakora,2023-07-10,1.36,2023-08-29
2124,pops ,2023-07-04,4.96,2023-08-11
2125,applewood bacon,2023-06-12,4.87,2023-09-01
2126,greek yogurt,2023-08-11,2.61,2023-08-28
2127,hamburger,2023-07-29,5.18,2023-09-13
2128,custard apple,2023-08-15,4.97,2023-09-08
2129,complan powder,2023-08-15,6.91,2023-11-03
2130,suet,2023-08-21,9.66,2023-10-04
2131,seasoning,2023-07-02,8.24,2023-09-21
2132,consomme,2023-07-15,7.26,2023-09-26
2133,cheeseburger,2023-07-12,9.42,2023-09-13
2134,syrup,2023-08-03,9.69,2023-10-06
2135,boysenberry,2023-08-10,6.9,2023-11-03
2136,elderberry,2023-06-10,4.56,2023-08-10
2137,salt,2023-08-03,3.15,2023-10-17
2138,mint sauce,2023-07-19,8.08,2023-08-28
2139,cheeseburger,2023-08-17,3.21,2023-10-12
2140,beef bourguignonne,2023-07-21,9.12,2023-09-10
2141,flat bread,2023-07-01,5.14,2023-08-23
2142,lobster,2023-08-09,7.1,2023-09-28
2143,huckleberry,2023-07-13,7.03,2023-09-03
2144,mincemeat,2023-08-05,1.23,2023-10-27
2145,risotto,2023-07-09,3.08,2023-09-19
2146,complan powder,2023-08-11,3.32,2023-09-14
2147,cheese spread,2023-08-17,4.57,2023-09-24
2148,peanut butter,2023-08-10,5.7,2023-10-08
2149,pops ,2023-07-14,8.47,2023-09-15
2150,trout,2023-07-01,1.48,2023-08-19
2151,trout,2023-06-09,1.06,2023-07-31
2152,hamburger,2023-06-27,6.1,2023-09-14
2153,consomme,2023-08-11,2.65,2023-08-25
2154,chinese salted fish,2023-08-04,2.01,2023-09-10
2155,suet,2023-07-20,3.13,2023-10-12
2156,sparkleberry,2023-08-18,8.9,2023-08-30
2157,sambar,2023-08-14,2.25,2023-10-18
2158,applewood bacon,2023-06-10,8.07,2023-07-18
2159,syrup,2023-08-11,8.34,2023-10-26
2160,corned beef,2023-06-19,8.88,2023-09-26
2161,allspice,2023-06-12,2.95,2023-07-19
2162,bacardi,2023-08-05,6.06,2023-10-31
2163,sambar,2023-07-17,6.62,2023-10-14
2164,champagne,2023-07-31,0.61,2023-11-02
2165,cracker,2023-07-24,3.43,2023-10-15
2166,japanese chestnut,2023-08-17,4.73,2023-10-12
2167,liver loaf,2023-08-09,3.84,2023-10-25
2168,cheese spread,2023-07-24,7.52,2023-10-02
2169,boysenberry syrup,2023-06-18,1.7,2023-07-22
2170,natal plum,2023-06-23,7.32,2023-09-28
2171,gem squash,2023-07-11,4.2,2023-10-11
2172,yorkshire pudding,2023-07-06,3.65,2023-08-04
2173,turbot,2023-06-12,3.64,2023-06-25
2174,pate,2023-07-04,2.06,2023-08-07
2175,fruit pastille,2023-07-27,7.85,2023-09-17
2176,beef bourguignonne,2023-07-04,8.57,2023-07-27
2177,beef bourguignonne,2023-07-15,0.8,2023-09-05
2178,syrup,2023-07-19,9.73,2023-08-01
2179,spiny lobster,2023-07-14,5.45,2023-09-28
2180,gem squash,2023-07-26,5.3,2023-09-04
2181,ginger ale,2023-07-08,0.58,2023-09-21
2182,boiled egg,2023-07-03,2.18,2023-07-21
2183,japanese chestnut,2023-07-07,5.02,2023-10-12
2184,consomme,2023-07-21,1.74,2023-08-23
2185,jabuticaba,2023-07-27,2.31,2023-08-21
2186,boiled egg,2023-08-09,1.37,2023-09-18
2187,gem squash,2023-06-07,5.56,2023-08-26
2188,spiny lobster,2023-08-04,1.27,2023-10-07
2189,chinese salted fish,2023-06-07,6.1,2023-07-30
2190,fodder,2023-07-17,7.84,2023-08-24
2191,fodder,2023-07-29,4.6,2023-09-18
2192,mint sauce,2023-07-11,9.16,2023-09-10
2193,natal plum,2023-06-14,8.87,2023-06-26
2194,elderberry,2023-06-15,5.72,2023-08-04
2195,canola,2023-08-19,9.63,2023-09-07
2196,organic sausage,2023-08-20,7.44,2023-09-16
2197,complan powder,2023-06-20,2.47,2023-09-07
2198,flat bread,2023-08-19,6.49,2023-09-29
2199,chilli con carne,2023-07-03,1.71,2023-09-23
2200,yorkshire pudding,2023-08-21,9.99,2023-11-04
2201,pate,2023-07-03,0.79,2023-09-22
2202,fodder,2023-07-25,8.55,2023-10-24
2203,japanese chestnut,2023-07-12,2.54,2023-07-24
2204,mint sauce,2023-06-23,8.2,2023-07-12
2205,veggie burger,2023-06-30,2.0,2023-09-09
2206,trout,2023-07-05,2.87,2023-08-10
2207,consomme,2023-06-23,4.87,2023-08-08
2208,organic sausage,2023-06-17,8.06,2023-07-02
2209,consomme,2023-07-16,5.85,2023-08-08
2210,boysenberry,2023-08-13,2.44,2023-09-21
2211,complan powder,2023-08-15,9.62,2023-11-02
2212,chablis,2023-07-02,6.07,2023-08-14
2213,seasoning,2023-08-02,6.54,2023-10-31
2214,flat bread,2023-06-30,8.94,2023-09-21
2215,passion fruit juice,2023-07-29,6.13,2023-10-02
2216,boiled egg,2023-06-10,8.1,2023-07-10
2217,jabuticaba,2023-07-27,4.57,2023-09-19
2218,prosciutto,2023-06-18,9.37,2023-09-05
2219,cow & gate premium,2023-07-07,5.77,2023-08-13
2220,pops ,2023-06-28,1.31,2023-08-07
2221,turbot,2023-07-12,4.91,2023-08-08
2222,mint sauce,2023-08-14,1.57,2023-08-27
2223,pilau,2023-06-28,9.76,2023-08-06
2224,hamburger,2023-07-24,5.35,2023-08-09
2225,corned beef,2023-08-14,9.95,2023-11-14
2226,boiled egg,2023-07-01,2.16,2023-08-08
2227,organic sausage,2023-06-17,2.78,2023-07-10
2228,mint sauce,2023-07-26,8.22,2023-10-21
2229,guinea hen,2023-08-16,3.15,2023-10-31
2230,donut,2023-06-10,3.33,2023-09-05
2231,currant jelly,2023-07-20,2.64,2023-10-04
2232,rice cake,2023-06-27,4.33,2023-07-29
2233,currant jelly,2023-08-06,2.63,2023-10-04
2234,chilli con carne,2023-07-23,4.17,2023-08-12
2235,huckleberry,2023-08-18,3.07,2023-10-15
2236,egg,2023-07-23,5.59,2023-10-20
2237,jabuticaba,2023-08-12,8.18,2023-10-21
2238,cheeseburger,2023-07-14,6.56,2023-08-12
2239,jabuticaba,2023-06-16,3.65,2023-07-17
2240,japanese chestnut,2023-08-17,1.78,2023-11-05
2241,syrup,2023-07-27,2.06,2023-09-23
2242,frijj,2023-07-29,8.84,2023-09-04
2243,passion fruit juice,2023-07-16,1.81,2023-09-23
2244,corned beef,2023-06-10,0.78,2023-06-30
2245,chinese salted fish,2023-08-15,7.05,2023-10-28
2246,liquor,2023-08-14,2.15,2023-10-02
2247,canola,2023-07-03,8.72,2023-09-13
2248,greek yogurt,2023-08-06,4.96,2023-09-13
2249,cow & gate premium,2023-07-23,7.34,2023-08-12
2250,complan powder,2023-06-18,4.41,2023-09-10
2251,fodder,2023-07-12,5.68,2023-10-11
2252,peanut butter,2023-07-21,1.93,2023-09-18
